,id_stat,name_stat,type_stat,region,provinsi,kabupaten,lintang_derajat,bujur_derajat,ketinggian_mdpl,soil,exposure,land_use,time_zone
3366,35110601a,Wonosari Ii,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Bondowoso,-7.97472,113.7728,412,,,,
3367,35110602a,Grujugan Lor,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Bondowoso,-7.95611,113.8286,296,,,,
3368,35110701a,Selolembu,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Bondowoso,-7.89444,113.7964,314,,,,
3369,35110702a,Jetis/Ancar,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Bondowoso,-7.95444,113.7808,378,,,,
3370,35110801a,Kesemek/Mengok,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Bondowoso,-7.96278,113.8722,339,,,,
3371,35110901a,Tumpeng/Wono Sroyo,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Bondowoso,-7.93333,113.8825,304,,,,
3372,35110902a,Wonosari I,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Bondowoso,-7.88306,113.8936,230,,,,
3373,35111001a,Kalitapen/Jeru,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Bondowoso,-7.86194,113.9153,212,,,,
3374,35111002a,Ta`Al/Tapen,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Bondowoso,-7.8625,113.9506,214,,,,
3375,35111101a,Badean (Pu Bondowoso),Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Bondowoso,-7.92167,113.8175,264,,,,
3376,35111201a,Jatisari/Wringin,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Bondowoso,-7.83611,113.7647,444,,,,
3377,35111401a,Leprak/Wonoboyo,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Bondowoso,-7.81389,113.9039,222,,,,
3378,35111402a,Pandak/Bluncong,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Bondowoso,-7.81694,113.9461,124,,,,
3379,35111403a,Besuk/Pringduri,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Bondowoso,-7.82722,113.9619,135,,,,
3380,35111404a,Klabang,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Bondowoso,-7.87028,113.8203,264,,,,
3381,35111501a,Cermee,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Bondowoso,-7.77694,114.0522,103,,,,
3382,35111502a,Sulingwetan I /Pandan,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Bondowoso,-7.79417,114.0422,120,,,,
3383,35111503a,Ramban Wetan,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Bondowoso,-7.80806,114.0297,124,,,,
3384,35111504a,Suling Wetan Ii,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Bondowoso,-7.79944,114.0456,132,,,,
3385,35111505a,Bercak,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Bondowoso,-7.78972,114.0775,130,,,,
3386,35111601a,Sempol/Kolpoh,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Bondowoso,-7.79611,114.0044,94,,,,
3387,35111602a,Prajekan,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Bondowoso,-7.79611,113.9767,111,,,,
3388,35111603a,Walidono/Telep,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Bondowoso,-7.79167,113.9772,98,,,,
3389,35111701a,Petung/Blimbing,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Bondowoso,-7.85611,113.7314,536,,,,
3390,35111703a,Sumber Dombyong,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Bondowoso,-7.88111,113.7461,639,,,,
3391,35111801a,Sumber Gading,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Bondowoso,-7.96861,113.9872,659,,,,
3392,35112201a,Botolinggo/Glendengan,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Bondowoso,-7.82833,113.9769,128,,,,
3393,35111506b,ARG Ceme,aws,Region III,Jawa Timur,Kab. Bondowoso,-7.77686,114.05216,0,,,,
3394,35120603g,AAWS Panarukan Situbondo (AWS+),aws,Region III,Jawa Timur,Kab. Situbondo,-7.70724,113.98076,0,,,,
3395,35120101a,Pg.Asem Bagus,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Situbondo,-7.75028,114.2314,45,,,,
3396,35120102a,Jatibanteng,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Situbondo,-7.77556,113.6842,90,,,,
3397,35120103a,D. Wringin Anom,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Situbondo,-7.79167,113.6719,153,,,,
3398,35120104a,Pg. Wringin Anom,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Situbondo,-7.705,113.9722,0,,,,
3399,35120201a,Besuki,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Situbondo,-7.7325,113.7036,25,,,,
3400,35120202a,Widoropayung/Dam Tunjang,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Situbondo,-7.78722,113.7089,125,,,,
3401,35120203a,Pg Demaas,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Situbondo,-7.73944,113.6994,35,,,,
3402,35120204a,Jetis/Biting,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Situbondo,-7.74389,113.7067,25,,,,
3403,35120205a,Blimbing/Nogosromo,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Situbondo,-7.78167,113.6939,122,,,,
3404,35120301a,Dam Dawuhan,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Situbondo,-7.76222,113.7183,47,,,,
3405,35120302a,Buduan,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Situbondo,-7.74111,113.7272,25,,,,
3406,35120303a,Gunungmalang/Nangger,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Situbondo,-7.78972,113.7317,147,,,,
3407,35120401a,Sumberpinang/Mlandingan,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Situbondo,-7.76417,113.7717,42,,,,
3408,35120501a,Kendit,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Situbondo,-7.73444,113.9264,27,,,,
3409,35120601a,Alas Malang,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Situbondo,-7.67694,113.9822,31,,,,
3410,35120602a,Sumberkolak,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Situbondo,-7.71306,113.9942,38,,,,
3411,35120701a,D. Sampeyan,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Situbondo,-7.73,113.99,37,,,,
3412,35120702a,Dawuhan/Dam Situbondo,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Situbondo,-7.71111,114.0078,47,,,,
3413,35120703a,Kotakan,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Situbondo,-7.72139,114.0136,56,,,,
3414,35120801a,Kayuputih/Tanjung Pecinan,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Situbondo,-7.65389,114.0311,30,,,,
3415,35120802a,Panji Lor,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Situbondo,-7.70306,114.0442,33,,,,
3416,35120803a,Kr Liwung,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Situbondo,-7.75087,114.0083,57,,,,
3417,35120901a,Mangaran/Tenggir,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Situbondo,-7.67,114.0386,32,,,,
3418,35120902a,Trebungan,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Situbondo,-7.64833,114.0178,28,,,,
3419,35120903a,Tanjung Sari,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Situbondo,-7.66167,114.0486,28,,,,
3420,35120904a,Tanjung Kamal,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Situbondo,-7.66472,114.0656,26,,,,
3421,35120905a,Tanjung Banon,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Situbondo,-7.66056,114.0647,20,,,,
3422,35121001a,Kapongan,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Situbondo,-7.69583,114.0608,23,,,,
3423,35121002a,Kesambi Rampak,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Situbondo,-7.69056,114.0464,31,,,,
3424,35121003a,Gebangan,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Situbondo,-7.675,114.065,25,,,,
3425,35121004a,Pokaan,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Situbondo,-7.66417,114.0608,26,,,,
3426,35121005a,Wonokoyo,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Situbondo,-7.72111,114.0811,33,,,,
3427,35121101a,Dam Arjasa,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Situbondo,-7.72472,114.1208,28,,,,
3428,35121102a,Kedung Dowo,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Situbondo,-7.7567,114.148,59,,,,
3429,35121103a,Dam Tol Tol,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Situbondo,-7.80917,114.1272,163,,,,
3430,35121104a,Ketoan/Lamongan,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Situbondo,-7.78583,114.1292,128,,,,
3431,35121105a,Bayeman,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Situbondo,-7.78,114.11,0,,,,
3432,35121106a,Curahtatal,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Situbondo,-7.78361,114.0964,0,,,,
3433,35121201a,Pesanggrahan,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Situbondo,-7.74139,114.1614,59,,,,
3434,35121202a,Sopet,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Situbondo,-7.79167,114.1683,122,,,,
3435,35121203a,Jangkar,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Situbondo,-7.72,114.2,5,,,,
3436,35121301a,Kedung Lo,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Situbondo,-7.79472,114.1978,32,,,,
3437,35121302a,Bantal Ii/Dam Liwung,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Situbondo,-7.80833,114.2375,131,,,,
3438,35121303a,Awar-Awar/Kga. I Palangan,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Situbondo,-7.77861,114.2208,88,,,,
3439,35121304a,Wringinanom/Persil Asembagus,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Situbondo,-7.75111,114.2378,32,,,,
3440,35121305a,Kt.1 Pg. Asembagus,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Situbondo,-7.77812,114.07795,100,,,,
3441,35121401a,Sumberwaru/Kalor Koran,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Situbondo,-7.78167,114.3083,29,,,,
3442,35121402a,Sumber Anyar,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Situbondo,-7.77722,114.2861,44,,,,
3443,35121403a,Sumber Rejo,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Situbondo,-7.78917,114.2425,97,,,,
3444,35121501a,Tlogosari/Baderan,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Situbondo,-7.86222,113.7025,690,,,,
3445,35121601a,Lobawang/Dam Curah Suri,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Situbondo,-7.76306,113.6778,50,,,,
3446,35121701a,Bungatan,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Situbondo,-7.73833,113.7986,20,,,,
3447,35120106b,ARG Jatibanteng,aws,Region III,Jawa Timur,Kab. Situbondo,-7.77562,113.68444,0,,,,
3448,35121107g,AWS Situbondo,aws,Region III,Jawa Timur,Kab. Situbondo,-7.71709,114.12255,0,,,,
3449,35120704a,Olean,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Situbondo,-7.67389,114.0108,39,,,,
3450,35130703g,AWS Tiris Probolinggo,aws,Region III,Jawa Timur,Kab. Probolinggo,-7.96306,113.40111,0,,,,
3451,35131603b,ARG PajarakanJulon,aws,Region III,Jawa Timur,Kab. Probolinggo,-7.7819,113.3789,0,,,,+07:00
3452,35130101a,Sukapura,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Probolinggo,-7.88,113.06,850,,,,
3453,35130201a,Sumber,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Probolinggo,-7.90417,113.1267,527,,,,
3454,35130202a,Gemito,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Probolinggo,-7.92,113.1097,880,,,,
3455,35130301a,Kedawung/Ronggotali,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Probolinggo,-7.88583,113.0267,295,,,,
3456,35130401a,Legundi/Bantaran,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Probolinggo,-7.86556,113.1556,128,,,,
3457,35130501a,Jorogan,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Probolinggo,-7.81361,113.2258,47,,,,
3458,35130502a,Leces,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Probolinggo,-7.85389,113.2319,66,,,,
3459,35130601a,Banyuanyar,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Probolinggo,-7.86056,113.2947,92,,,,
3460,35130701a,Segaran,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Probolinggo,-7.95139,113.3994,559,,,,
3461,35130702a,Tiris,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Probolinggo,-7.96306,113.4011,506,,,,
3462,35130801a,Pandan Laras,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Probolinggo,-7.92083,113.4886,872,,,,
3463,35130802a,Krucil,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Probolinggo,-7.95722,113.4839,926,,,,
3464,35130803a,Kertosuko,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Probolinggo,-7.94222,113.44,740,,,,
3465,35130804a,Bermi,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Probolinggo,-7.87361,113.4889,926,,,,
3466,35130901a,Wangkal,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Probolinggo,-7.84528,113.4375,115,,,,
3467,35130902a,Jurangjero,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Probolinggo,-7.86194,113.4,143,,,,
3468,35130903a,Ramah,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Probolinggo,-7.84056,113.4753,155,,,,
3469,35130904a,Arah Makam,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Probolinggo,-7.845,113.4911,208,,,,
3470,35130905a,Batur,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Probolinggo,-7.85722,113.5081,337,,,,
3471,35130906a,Condong,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Probolinggo,-7.87083,113.3697,95,,,,
3472,35131001a,Glagah,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Probolinggo,-7.77028,113.5078,48,,,,
3473,35131002a,Gungg.Kidul,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Probolinggo,-7.83028,113.5094,168,,,,
3474,35131003a,Pakuniran,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Probolinggo,-7.80694,113.5069,112,,,,
3475,35131004a,Kedung Sumur,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Probolinggo,-7.85417,113.5181,0,,,,
3476,35131005a,Kalidandan,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Probolinggo,-7.79444,113.5703,225,,,,
3477,35131101a,Kotaanyar,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Probolinggo,-7.74694,113.5347,42,,,,
3478,35131102a,Asemjajar,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Probolinggo,-7.77944,113.555,123,,,,
3479,35131201a,Sukodadi/Paiton,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Probolinggo,-7.71861,113.5089,8,,,,
3480,35131301a,Besuk,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Probolinggo,-7.78222,113.4767,34,,,,
3481,35131302a,Klampokan,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Probolinggo,-7.81194,113.4728,120,,,,
3482,35131303a,Kecik/Bago,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Probolinggo,-7.8225,113.4956,134,,,,
3483,35131304a,Sumber-Bendo,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Probolinggo,-7.82306,113.4367,67,,,,
3484,35131401a,Jabung,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Probolinggo,-7.73222,113.4681,35,,,,
3485,35131402a,Patokan/Kraksaan,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Probolinggo,-7.76111,113.4106,25,,,,
3486,35131403a,Sumurkulon/Kandangjati,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Probolinggo,-7.76472,113.4514,24,,,,
3487,35131501a,Krejengan I,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Probolinggo,-7.79639,113.4067,43,,,,
3488,35131502a,Dawuhan/Sokaan,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Probolinggo,-7.80222,113.4367,47,,,,
3489,35131503a,Krejengan Ii Katimoho,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Probolinggo,-7.79056,113.4094,33,,,,
3490,35131601a,Pajarakan Kulon,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Probolinggo,-7.78194,113.3789,27,,,,
3491,35131602a,Jatiampuh,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Probolinggo,-7.82028,113.3811,48,,,,
3492,35131701a,Maron/Pekalen,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Probolinggo,-7.86444,113.365,105,,,,
3493,35131801a,Jatiaji/Adiboyo,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Probolinggo,-7.7875,113.3575,19,,,,
3494,35131802a,Sumberkerang/Gending,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Probolinggo,-7.79667,113.3072,12,,,,
3495,35131901a,Dringu,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Probolinggo,-7.77556,113.2397,175,,,,
3496,35131902a,Sumberbuluh,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Probolinggo,-7.82806,113.2417,53,,,,
3497,35132001a,Tegalsiwalan/Malasan,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Probolinggo,-7.87667,113.2539,118,,,,
3498,35132101a,Muneng,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Probolinggo,-7.79111,113.1633,59,,,,
3499,35132201a,Krasak,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Probolinggo,-7.82583,113.1631,95,,,,
3500,35132202a,Patalan,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Probolinggo,-7.83972,113.1436,137,,,,
3501,35132301a,Bayeman,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Probolinggo,-7.73778,113.1197,16,,,,
3502,35132401a,Boto/Botogerdu,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Probolinggo,-7.84833,113.1136,250,,,,
3503,35132402a,Lumbang,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Probolinggo,-7.8225,113.0661,320,,,,
3504,35132403a,Sapeh,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Probolinggo,-7.82806,113.0383,377,,,,
3505,35130203b,ARG Sumber Probolinggo,aws,Region III,Jawa Timur,Kab. Probolinggo,-7.78194,113.37889,0,,,,
3506,35130102a,Ngadisari,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Probolinggo,-7.91583,112.9878,1889,,,,
3507,96945,Stasiun Geofisika Tretes,UPT,Region III,Jawa Timur,Kab. Pasuruan,-7.70456,112.63533,832,,,,+07:00
3508,35140101a,Parerejo/Purwodadi,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Pasuruan,-7.81028,112.7244,395,,,,
3509,35140201a,Tutur,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Pasuruan,-7.88528,112.8125,1041,,,,
3510,35140301a,Puspo,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Pasuruan,-7.83,112.8681,649,,,,
3511,35140402a,Cukurguling/Lumbang,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Pasuruan,-7.78472,112.9786,251,,,,
3512,35140501a,Panditan,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Pasuruan,-7.81389,113.01,536,,,,
3513,35140601a,Kademungan/Selowongko,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Pasuruan,-7.77389,112.7808,154,,,,
3514,35140602a,Benerwojo/Kejayan,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Pasuruan,-7.76083,112.8722,129,,,,
3515,35140603a,Oro-Oro Pule,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Pasuruan,-7.74417,112.8381,84,,,,
3516,35140701a,Sumbersirah/Wonorejo,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Pasuruan,-7.70917,112.8172,73,,,,
3517,35140801a,Sengonagung/Pager,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Pasuruan,-7.75389,112.7306,288,,,,
3518,35140802a,Tejowangi/Purwosari,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Pasuruan,-7.78167,112.7408,285,,,,
3519,35140901a,Mojotengah/Telebuk,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Pasuruan,-7.69556,112.7219,197,,,,
3520,35141001a,Gambiran/Jawi,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Pasuruan,-7.67611,112.6561,405,,,,
3521,35141002a,Prigen,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Pasuruan,-7.69694,112.6267,847,,,,
3522,35141003a,Ketanireng/Wilo,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Pasuruan,-7.68083,112.6894,265,,,,
3523,35141101a,Tawangrejo/Bareng,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Pasuruan,-7.63806,112.6864,162,,,,
3524,35141102a,Petungasri/Kasri,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Pasuruan,-7.65167,112.6881,212,,,,
3525,35141103a,Sumbergadang/Winong,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Pasuruan,-7.645,112.6744,212,,,,
3526,35141201a,Winong/Gempol,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Pasuruan,-7.58056,112.705,36,,,,
3527,35141202a,Jembrung,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Pasuruan,-7.59222,112.6881,55,,,,
3528,35141203a,Randupitu,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Pasuruan,-7.62667,112.7061,127,,,,
3529,35141204a,Kepulungan,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Pasuruan,-7.61722,112.685,107,,,,
3530,35141301a,Gununggangsir/Banyulegi,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Pasuruan,-7.585,112.7214,43,,,,
3531,35141303a,Baujeng/Tanggul,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Pasuruan,-7.63083,112.7253,115,,,,
3532,35141401a,Kiduldalem/Bangil,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Pasuruan,-7.60028,112.7806,23,,,,
3533,35141402a,Kalursari/Bekacak,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Pasuruan,-7.61972,112.7703,38,,,,
3534,35141501a,Mojoparon/Badong,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Pasuruan,-7.61361,112.8078,19,,,,
3535,35141601a,Ngempit,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Pasuruan,-7.66528,112.8403,37,,,,
3536,35141701a,Poh Jentrek,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Pasuruan,-7.68444,112.8758,37,,,,
3537,35141801a,Gd. Wetan,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Pasuruan,-7.69889,112.9019,31,,,,
3538,35141901a,Gading,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Pasuruan,-7.72417,112.9472,30,,,,
3539,35141903a,Winongan Lor,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Pasuruan,-7.72722,112.9578,31,,,,
3540,35142001a,Ranuklindungan I /Kwd.Grati,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Pasuruan,-7.71194,112.9986,27,,,,
3541,35142002a,Ranuklindungan Ii /Ranugrati,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Pasuruan,-7.72056,113.0117,25,,,,
3542,35142101a,Sedarum/Nguling,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Pasuruan,-7.72472,113.0675,21,,,,
3543,35142103a,Sanganom,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Pasuruan,-7.79,113.0497,203,,,,
3544,35142301a,Pandanrejo/Kawisrejo,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Pasuruan,-7.70417,112.9525,18,,,,
3545,35142401a,Tosari,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Pasuruan,-7.88111,112.9008,1708,,,,
3546,35140202b,ARG Tutur,aws,Region III,Jawa Timur,Kab. Pasuruan,-7.88535,112.81272,0,,,,
3547,96935,Stasiun Meteorologi Juanda,UPT,Region III,Jawa Timur,Kab. Sidoarjo,-7.3846,112.7833,3,47.0,,,+07:00
3548,35150301a,Ploso/Buduk Bulus,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Sidoarjo,-7.51278,112.6489,18,,,,
3549,35150302a,Krembung,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Sidoarjo,-7.51056,112.6144,24,,,,
3550,35150401a,Porong,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Sidoarjo,-7.545,112.6978,37,,,,
3551,35150501a,Kedung Cangkring,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Sidoarjo,-7.54806,112.7103,23,,,,
3552,35150601a,Kludan,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Sidoarjo,-7.49778,112.6964,18,,,,
3553,35150602a,Ngaban/ Putat,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Sidoarjo,-7.50611,112.7247,19,,,,
3554,35150801a,Sidoklumpuk/Sidoarjo,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Sidoarjo,-7.44611,112.7206,56,,,,
3555,35150802a,Sumput,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Sidoarjo,-7.43778,112.6828,24,,,,
3556,35150901a,Grogol/Durung Bedug,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Sidoarjo,-7.4775,112.66,14,,,,
3557,35151001a,Ketintang,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Sidoarjo,-7.44056,112.6333,23,,,,
3558,35151101a,Krian,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Sidoarjo,-7.40806,112.5789,32,,,,
3559,35151102a,Ponokawan,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Sidoarjo,-7.39778,112.5939,26,,,,
3560,35151201a,Penambangan/Bakalan,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Sidoarjo,-7.40889,112.5294,35,,,,
3561,35151202a,Sumokembangsari/Kedung Ploso/Liwung,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Sidoarjo,-7.43444,112.5067,30,,,,
